adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,cik,name,sic,cityba,stprba,countryba,form,period,filed,first_digit,zscore,outlier_flag,duplicate_flag
0001683168-25-007786,Revenues,us-gaap/2025,20250731,4,USD,,,7950.0,,1978111,NAPLOY CORP.,8000.0,"DISTRICT ABUJA, FCT",,NG,10-K,20250731,20251027,7,,False,False
0001213900-25-102144,Revenues,us-gaap/2025,20250630,4,USD,,,3494225.0,,1905920,GALAXY PAYROLL GROUP LTD,8700.0,HONG KONG,,,20-F,20250630,20251024,3,-1.7179781242540204,False,False
0001477932-25-007744,Revenues,us-gaap/2025,20231231,4,USD,,,11821899.0,,1590715,AMERICAN RESOURCES CORP,1220.0,FISHERS,IN,US,10-K/A,20241231,20251024,1,1.0,False,False
0001493152-25-019286,Revenues,us-gaap/2025,20231231,4,HKD,,,44125628.0,,2020027,CLICK HOLDINGS LTD.,7361.0,"TSIM SHA TSUI, KOWLOON",,HK,20-F,20250630,20251024,4,-0.6763777881562296,False,False
0001493152-25-019286,Revenues,us-gaap/2025,20250630,4,HKD,,,83548892.0,,2020027,CLICK HOLDINGS LTD.,7361.0,"TSIM SHA TSUI, KOWLOON",,HK,20-F,20250630,20251024,8,0.4236844813947855,False,False
0001213900-25-102144,Revenues,us-gaap/2025,20230630,4,HKD,,,31466673.0,,1905920,GALAXY PAYROLL GROUP LTD,8700.0,HONG KONG,,,20-F,20250630,20251024,3,0.7295448149558124,False,False
0001213900-25-102144,Revenues,us-gaap/2025,20240630,4,HKD,,,30124952.0,,1905920,GALAXY PAYROLL GROUP LTD,8700.0,HONG KONG,,,20-F,20250630,20251024,3,0.6121474057079855,False,False
0001213900-25-102251,Revenues,us-gaap/2025,20250630,4,USD,,,29674534.0,,1888525,U-BX TECHNOLOGY LTD.,7370.0,BEIJING,,,20-F,20250630,20251024,2,0.07744573964772043,False,False
0001477932-25-007747,Revenues,us-gaap/2025,20231231,4,USD,,,1070000000.0,,2022308,"CLASSOVER HOLDINGS, INC.",8200.0,DOVER,DE,US,S-1,20250630,20251024,1,0.2055540237663158,False,True
0001477932-25-007744,Revenues,us-gaap/2025,20241231,4,USD,,,383234.0,,1590715,AMERICAN RESOURCES CORP,1220.0,FISHERS,IN,US,10-K/A,20241231,20251024,3,-1.0,False,False
0001493152-25-019286,Revenues,us-gaap/2025,20250630,4,USD,,,10711396.0,,2020027,CLICK HOLDINGS LTD.,7361.0,"TSIM SHA TSUI, KOWLOON",,HK,20-F,20250630,20251024,1,-1.608764713024352,False,False
0001213900-25-102251,Revenues,us-gaap/2025,20230630,4,USD,,,94318710.0,,1888525,U-BX TECHNOLOGY LTD.,7370.0,BEIJING,,,20-F,20250630,20251024,9,2.067110706914367,False,False
0001213900-25-102251,Revenues,us-gaap/2025,20240630,4,USD,,,51600106.0,,1888525,U-BX TECHNOLOGY LTD.,7370.0,BEIJING,,,20-F,20250630,20251024,5,0.7522867724374726,False,False
0001213900-25-102144,Revenues,us-gaap/2025,20250630,4,HKD,,,27429319.0,,1905920,GALAXY PAYROLL GROUP LTD,8700.0,HONG KONG,,,20-F,20250630,20251024,2,0.3762859035902224,False,False
0001493152-25-019002,Revenues,us-gaap/2025,20230630,4,USD,,,168156906.0,,2000530,GAMEHAUS HOLDINGS INC.,7374.0,SHANGHAI,,CN,20-F,20250630,20251023,1,2.4559059934552945,False,False
0001493152-25-019002,Revenues,us-gaap/2025,20240630,4,USD,,,145236749.0,,2000530,GAMEHAUS HOLDINGS INC.,7374.0,SHANGHAI,,CN,20-F,20250630,20251023,1,1.999962944750493,False,False
0001193125-25-248751,Revenues,us-gaap/2025,20250831,4,USD,,,676368000.0,,836157,LINDSAY CORP,3523.0,OMAHA,NE,US,10-K,20250831,20251023,6,-0.9843765542491114,False,False
0001493152-25-019002,Revenues,us-gaap/2025,20250630,4,USD,,,118048882.0,,2000530,GAMEHAUS HOLDINGS INC.,7374.0,SHANGHAI,,CN,20-F,20250630,20251023,1,1.459123762551145,False,False
0001206774-25-000720,Revenues,us-gaap/2025,20240731,4,USD,,,21593264.0,,54187,MAYS J W INC,6512.0,BROOKLYN,NY,US,10-K,20250731,20251023,2,-1.0,False,False
0001206774-25-000720,Revenues,us-gaap/2025,20250731,4,USD,,,22469710.0,,54187,MAYS J W INC,6512.0,BROOKLYN,NY,US,10-K,20250731,20251023,2,1.0,False,False
0001193125-25-248751,Revenues,us-gaap/2025,20230831,4,USD,,,674084000.0,,836157,LINDSAY CORP,3523.0,OMAHA,NE,US,10-K,20250831,20251023,6,-0.9844627239642022,False,False
0001193125-25-248751,Revenues,us-gaap/2025,20240831,4,USD,,,607074000.0,,836157,LINDSAY CORP,3523.0,OMAHA,NE,US,10-K,20250831,20251023,6,-0.9869908468224476,False,False
0001477932-25-007668,Revenues,us-gaap/2025,20240731,4,USD,,,4429.0,,1230524,"LEOPARD ENERGY, INC.",8742.0,LUGANO,,CH,10-K,20250731,20251021,4,-0.4646874239333251,False,False
0001477932-25-007668,Revenues,us-gaap/2025,20250731,4,USD,,,5974.0,,1230524,"LEOPARD ENERGY, INC.",8742.0,LUGANO,,CH,10-K,20250731,20251021,5,-0.4646827118741619,False,False
0001213900-25-100480,Revenues,us-gaap/2025,20230630,4,HKD,,,44684149.0,,1908705,GLOBAL ENGINE GROUP HOLDING LTD,7374.0,NEW TERRITORIES,,HK,20-F,20250630,20251021,4,-0.00029643389139008,False,False
0001213900-25-100480,Revenues,us-gaap/2025,20240630,4,HKD,,,49450434.0,,1908705,GLOBAL ENGINE GROUP HOLDING LTD,7374.0,NEW TERRITORIES,,HK,20-F,20250630,20251021,4,0.09451768600735075,False,False
0001213900-25-100480,Revenues,us-gaap/2025,20250630,4,HKD,,,23081094.0,,1908705,GLOBAL ENGINE GROUP HOLDING LTD,7374.0,NEW TERRITORIES,,HK,20-F,20250630,20251021,2,-0.4300388112249093,False,False
0001213900-25-100507,Revenues,us-gaap/2025,20231231,4,USD,,,612192.0,,2028336,"NEW ERA ENERGY & DIGITAL, INC.",1311.0,MIDLAND,TX,US,S-1/A,20250630,20251021,6,-0.8239612642983736,False,False
0001213900-25-100507,Revenues,us-gaap/2025,20241231,4,USD,,,532780.0,,2028336,"NEW ERA ENERGY & DIGITAL, INC.",1311.0,MIDLAND,TX,US,S-1/A,20250630,20251021,5,-0.8291910786958839,False,False
0001213900-25-100480,Revenues,us-gaap/2025,20250630,4,USD,,,2940304.0,,1908705,GLOBAL ENGINE GROUP HOLDING LTD,7374.0,NEW TERRITORIES,,HK,20-F,20250630,20251021,2,-0.8306928379806237,False,False
0001213900-25-100369,Revenues,us-gaap/2025,20240630,4,USD,,,48519836.0,,1954594,HAOXI HEALTH TECHNOLOGY LTD,7311.0,BEIJING,,,20-F,20250630,20251020,4,1.4053825592631006,False,False
0001213900-25-100369,Revenues,us-gaap/2025,20250630,4,USD,,,32804336.0,,1954594,HAOXI HEALTH TECHNOLOGY LTD,7311.0,BEIJING,,,20-F,20250630,20251020,3,0.5621249564349092,False,False
0001213900-25-100369,Revenues,us-gaap/2025,20230630,4,USD,,,28229149.0,,1954594,HAOXI HEALTH TECHNOLOGY LTD,7311.0,BEIJING,,,20-F,20250630,20251020,2,0.3166309395655315,False,False
0001493152-25-018376,Revenues,us-gaap/2025,20241231,4,SGD,,,13847548.0,,1938534,FBS GLOBAL LTD,1520.0,SINGAPORE,,SG,6-K,20250630,20251017,1,-0.3136574600852869,False,True
0001683168-25-007621,Revenues,us-gaap/2025,20250531,4,USD,,,3750.0,,1939937,LAMY,8200.0,NEW YORK CITY,NY,US,10-K,20250531,20251017,3,-0.6419454237914929,False,False
0001493152-25-018376,Revenues,us-gaap/2025,20241231,4,USD,,,10385661.0,,1938534,FBS GLOBAL LTD,1520.0,SINGAPORE,,SG,6-K,20250630,20251017,1,-1.037413392937297,False,True
0001493152-25-018466,Revenues,us-gaap/2025,20231231,4,SGD,,,21810317.0,,1938534,FBS GLOBAL LTD,1520.0,SINGAPORE,,SG,F-1,20250630,20251017,2,1.351070853022584,False,True
0001683168-25-007621,Revenues,us-gaap/2025,20240531,4,USD,,,11500.0,,1939937,LAMY,8200.0,NEW YORK CITY,NY,US,10-K,20250531,20251017,1,-0.6419392853394016,False,False
0001437749-25-031287,Revenues,us-gaap/2025,20240630,4,USD,,,21818000.0,,1785680,SANTECH HOLDINGS LTD,6282.0,HONG KONG,,,20-F,20250630,20251017,2,-0.8092826170559403,False,False
0001437749-25-031287,Revenues,us-gaap/2025,20230630,4,USD,,,15256000.0,,1785680,SANTECH HOLDINGS LTD,6282.0,HONG KONG,,,20-F,20250630,20251017,1,-0.8262845450350866,False,False
0001213900-25-099739,Revenues,us-gaap/2024,20240630,4,USD,,,142812726.0,,1724542,CLPS INC,7372.0,KOWLOON,,HK,20-F,20250630,20251017,1,-0.29060112389064885,False,False
0001213900-25-099739,Revenues,us-gaap/2024,20230630,4,USD,,,150356539.0,,1724542,CLPS INC,7372.0,KOWLOON,,HK,20-F,20250630,20251017,1,-0.28901801912143016,False,False
0001213900-25-099739,Revenues,us-gaap/2024,20250630,4,USD,,,164481414.0,,1724542,CLPS INC,7372.0,KOWLOON,,HK,20-F,20250630,20251017,1,-0.28605384742508533,False,False
0001213900-25-099542,Revenues,us-gaap/2025,20250630,4,USD,,,2330557.0,,1905956,TREASURE GLOBAL INC,7389.0,NEW YORK,NY,US,10-K/A,20250630,20251016,2,-0.43661662580200167,False,True
0001213900-25-099542,Revenues,us-gaap/2025,20240630,4,USD,,,22066829.0,,1905956,TREASURE GLOBAL INC,7389.0,NEW YORK,NY,US,10-K/A,20250630,20251016,2,-0.43579883087583815,False,True
0001493152-25-018232,Revenues,us-gaap/2025,20250630,4,USD,,,54232.0,,1751707,OZ VISION INC.,4700.0,LAS VEGAS,NV,US,10-K/A,20250630,20251016,5,-1.0,False,False
0001493152-25-018232,Revenues,us-gaap/2025,20240630,4,USD,,,240717.0,,1751707,OZ VISION INC.,4700.0,LAS VEGAS,NV,US,10-K/A,20250630,20251016,2,1.0,False,False
0001213900-25-099234,Revenues,us-gaap/2025,20241231,4,USD,,,25165733.0,,1922858,"ECD AUTOMOTIVE DESIGN, INC.",3711.0,HINGHAM,MA,US,S-1/A,20250630,20251015,2,0.18036923022488988,False,False
0001213900-25-099234,Revenues,us-gaap/2025,20231231,4,USD,,,19492606.0,,1922858,"ECD AUTOMOTIVE DESIGN, INC.",3711.0,HINGHAM,MA,US,S-1/A,20250630,20251015,1,-0.43267251124896594,False,False
0001213900-25-098953,Revenues,us-gaap/2025,20250630,4,USD,,,65919166.0,,2013807,FOXX DEVELOPMENT HOLDINGS INC.,3576.0,AUSTIN,TX,US,10-K,20250630,20251015,6,1.7247534595307694,False,False
0001213900-25-098953,Revenues,us-gaap/2025,20240630,4,USD,,,3228559.0,,2013807,FOXX DEVELOPMENT HOLDINGS INC.,3576.0,AUSTIN,TX,US,10-K,20250630,20251015,3,-0.7239053458190293,False,False
0001493152-25-018109,Revenues,us-gaap/2025,20240630,4,USD,,,60000.0,,1342936,"RIVULET ENTERTAINMENT, INC.",1311.0,"SCOTTSDALE,",AZ,US,10-K,20250630,20251015,6,-0.8603268220451882,False,False
0001493152-25-018158,Revenues,us-gaap/2025,20250731,4,USD,,,2035211.0,,1482554,"HARTFORD CREATIVE GROUP, INC.",7374.0,ROSEMEAD,CA,US,10-K,20250731,20251015,2,-0.848697551551363,False,False
0001493152-25-018158,Revenues,us-gaap/2025,20240731,4,USD,,,1399945.0,,1482554,"HARTFORD CREATIVE GROUP, INC.",7374.0,ROSEMEAD,CA,US,10-K,20250731,20251015,1,-0.8613346864880261,False,False
0001493152-25-018109,Revenues,us-gaap/2025,20250630,4,USD,,,10000000.0,,1342936,"RIVULET ENTERTAINMENT, INC.",1311.0,"SCOTTSDALE,",AZ,US,10-K,20250630,20251015,1,-0.205710956543086,False,False
0001096906-25-001681,Revenues,us-gaap/2024,20231231,4,USD,,,14362502.0,,1943444,TUNGRAY TECHNOLOGIES INC,3530.0,SINGAPORE,,SG,20-F/A,20241231,20251015,1,1.0,False,False
0001096906-25-001681,Revenues,us-gaap/2024,20241231,4,USD,,,12810249.0,,1943444,TUNGRAY TECHNOLOGIES INC,3530.0,SINGAPORE,,SG,20-F/A,20241231,20251015,1,-1.0,False,False
0001493152-25-017958,Revenues,us-gaap/2025,20250630,4,USD,,,482285.0,,1593001,"NIGHTFOOD HOLDINGS, INC.",3590.0,TARRYTOWN,NY,US,10-K,20250630,20251014,4,-0.9960144372119264,False,False
0001520138-25-000306,Revenues,us-gaap/2024,20241231,4,USD,,,991143.0,,1840102,"SPECIFICITY, INC.",7311.0,TAMPA,FL,US,S-1,20250630,20251014,9,-1.144897847006954,False,False
0001654954-25-011757,Revenues,us-gaap/2025,20250630,4,USD,,,24691000.0,,1374567,"LUVU BRANDS, INC.",2510.0,ATLANTA,GA,US,10-K,20250630,20251014,2,1.0,False,False
0001654954-25-011757,Revenues,us-gaap/2025,20240630,4,USD,,,24574000.0,,1374567,"LUVU BRANDS, INC.",2510.0,ATLANTA,GA,US,10-K,20250630,20251014,2,-1.0,False,False
0001062993-25-016039,Revenues,us-gaap/2025,20240630,4,USD,,,32533965.0,,720875,DYNATRONICS CORP,3841.0,SALT LAKE CITY,UT,US,10-K,20250630,20251014,3,-0.6602293894626301,False,False
0001062993-25-016039,Revenues,us-gaap/2025,20250630,4,USD,,,27393163.0,,720875,DYNATRONICS CORP,3841.0,SALT LAKE CITY,UT,US,10-K,20250630,20251014,2,-0.6607791094110258,False,False
0001079973-25-001605,Revenues,us-gaap/2025,20240630,4,USD,,,40916.0,,1121795,GHST WORLD INC.,7372.0,PALM BEACH GARDENS,FL,US,10-K,20250630,20251014,4,-0.32056246218482315,False,False
0001640334-25-001839,Revenues,us-gaap/2025,20230831,4,USD,,,226208.0,,1348362,LEXARIA BIOSCIENCE CORP.,2834.0,KELOWNA,BC,CA,S-1,20250531,20251014,2,-0.5222710336708906,False,False
0001079973-25-001605,Revenues,us-gaap/2025,20250630,4,USD,,,60469.0,,1121795,GHST WORLD INC.,7372.0,PALM BEACH GARDENS,FL,US,10-K,20250630,20251014,6,-0.32055835889547163,False,False
0001520138-25-000306,Revenues,us-gaap/2024,20231231,4,USD,,,1096575.0,,1840102,"SPECIFICITY, INC.",7311.0,TAMPA,FL,US,S-1,20250630,20251014,1,-1.1392406082565876,False,False
0001213900-25-098514,Revenues,us-gaap/2025,20250630,4,USD,,,1813193.0,,1422892,SINGULARITY FUTURE TECHNOLOGY LTD.,4731.0,NEW YORK,NY,US,10-K,20250630,20251014,1,-1.170678007025908,False,False
0001213900-25-098514,Revenues,us-gaap/2025,20240630,4,USD,,,3136681.0,,1422892,SINGULARITY FUTURE TECHNOLOGY LTD.,4731.0,NEW YORK,NY,US,10-K,20250630,20251014,3,-1.1464974116402649,False,False
0001213900-25-098238,Revenues,us-gaap/2025,20241231,4,USD,,,217.0,,1960262,"LUDWIG ENTERPRISES, INC.",8071.0,POMPANO BEACH,FL,US,S-1/A,20250630,20251014,2,,False,False
0001140361-25-037963,Revenues,us-gaap/2025,20231231,4,USD,,,277038.0,,1920406,"STRIVE, INC.",6199.0,DALLAS,TX,US,S-4,20250630,20251010,2,-0.7545579548448018,False,False
0001467373-25-000217,Revenues,us-gaap/2025,20240831,4,USD,,,64896464000.0,,1467373,ACCENTURE PLC,7389.0,DUBLIN,,IE,10-K,20250831,20251010,6,2.252345761190994,False,False
0001213900-25-098135,Revenues,us-gaap/2025,20221231,4,USD,,,5944190.0,,1981662,NEWGENIVF GROUP LTD,8090.0,BANGKOK,,TH,F-1/A,20250630,20251010,5,-0.8127567519007267,False,False
0001140361-25-037963,Revenues,us-gaap/2025,20241231,4,USD,,,633489.0,,1920406,"STRIVE, INC.",6199.0,DALLAS,TX,US,S-4,20250630,20251010,6,-0.753600179847534,False,False
0001213900-25-098135,Revenues,us-gaap/2025,20241231,4,USD,,,5433375.0,,1981662,NEWGENIVF GROUP LTD,8090.0,BANGKOK,,TH,F-1/A,20250630,20251010,5,-0.8170989104443861,False,False
0001213900-25-098135,Revenues,us-gaap/2025,20231231,4,USD,,,5136153.0,,1981662,NEWGENIVF GROUP LTD,8090.0,BANGKOK,,TH,F-1/A,20250630,20251010,5,-0.8196254318790808,False,False
0001467373-25-000217,Revenues,us-gaap/2025,20230831,4,USD,,,64111745000.0,,1467373,ACCENTURE PLC,7389.0,DUBLIN,,IE,10-K,20250831,20251010,6,2.219830034985756,False,False
0001467373-25-000217,Revenues,us-gaap/2025,20250831,4,USD,,,69672977000.0,,1467373,ACCENTURE PLC,7389.0,DUBLIN,,IE,10-K,20250831,20251010,6,2.4502660217221637,False,False
0001683168-25-007480,Revenues,us-gaap/2025,20240630,4,USD,,,86071485.0,,1830072,IPOWER INC.,5200.0,RANCHO CUCAMONGA,CA,US,10-K,20250630,20251009,8,1.0,False,False
0001683168-25-007480,Revenues,us-gaap/2025,20250630,4,USD,,,66142779.0,,1830072,IPOWER INC.,5200.0,RANCHO CUCAMONGA,CA,US,10-K,20250630,20251009,6,-1.0,False,False
0001213900-25-097860,Revenues,us-gaap/2025,20231231,4,USD,,,45000.0,,1859807,"PROFUSA, INC.",3841.0,NEW YORK,NY,US,S-1,20250630,20251009,4,-0.6637035229078065,False,False
0001213900-25-097860,Revenues,us-gaap/2025,20241231,4,USD,,,100000.0,,1859807,"PROFUSA, INC.",3841.0,NEW YORK,NY,US,S-1,20250630,20251009,1,-0.6636976416081257,False,False
0001213900-25-097467,Revenues,us-gaap/2025,20221231,4,USD,,,1295889.0,,1734005,APTORUM GROUP LTD,3829.0,LONDON,,GB,6-K,20250630,20251008,1,1.0,False,True
0001213900-25-097503,Revenues,us-gaap/2024,20241231,4,USD,,,18000.0,,1800637,"RYTHM, INC.",700.0,ROLLING MEADOWS,IL,US,8-K,20241231,20251008,1,,False,False
0001213900-25-097467,Revenues,us-gaap/2025,20231231,4,USD,,,431378.0,,1734005,APTORUM GROUP LTD,3829.0,LONDON,,GB,6-K,20250630,20251008,4,-1.0,False,True
0001213900-25-096648,Revenues,us-gaap/2025,20241231,4,USD,,,9291115.0,,1558569,ISPECIMEN INC.,8731.0,WOBURN,MA,US,S-1/A,20250630,20251006,9,0.532973444491506,False,False
0001213900-25-096648,Revenues,us-gaap/2025,20231231,4,USD,,,9928184.0,,1558569,ISPECIMEN INC.,8731.0,WOBURN,MA,US,S-1/A,20250630,20251006,9,0.8679534395081159,False,False
0001683168-25-007401,Revenues,us-gaap/2025,20240731,4,USD,,,8617265.0,,1557798,"TIANCI INTERNATIONAL, INC.",3576.0,KOWLOON,,,10-K,20250731,20251003,8,-0.5134256100534896,False,False
0001683168-25-007401,Revenues,us-gaap/2025,20250731,4,USD,,,9282997.0,,1557798,"TIANCI INTERNATIONAL, INC.",3576.0,KOWLOON,,,10-K,20250731,20251003,9,-0.48742250365825035,False,False
