adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,cik,name,sic,cityba,stprba,countryba,form,period,filed,first_digit,zscore,outlier_flag,duplicate_flag
0001213900-25-127141,Revenues,us-gaap/2025,20231231,4,USD,,,37333000.0,,1932737,ROBO.AI INC.,3711.0,DUBAI,,,F-1,20250630,20251231,3,1.4951719044215679,False,False
0001753926-25-002005,Revenues,us-gaap/2025,20250930,4,USD,,,363726.0,,2016167,TRANSIT PRO TECH INC.,7372.0,WEST COVINA,CA,US,10-K,20250930,20251231,3,-0.3204947189824729,False,False
0001213900-25-127141,Revenues,us-gaap/2025,20241231,4,USD,,,11995000.0,,1932737,ROBO.AI INC.,3711.0,DUBAI,,,F-1,20250630,20251231,1,-1.2428686233974917,False,False
0001185185-25-002208,Revenues,us-gaap/2025,20241231,4,USD,,,43700.0,,802257,"MITESCO, INC.",7370.0,VERO BEACH,FL,US,S-1,20250930,20251231,4,-0.8345533917310048,False,True
0001091818-25-000175,Revenues,us-gaap/2025,20240930,4,USD,,,3126148.0,,1362516,"CLEARTRONIC, INC.",4812.0,CLEARWATER,FL,US,10-K,20250930,20251230,3,-1.0,False,False
0001213900-25-126219,Revenues,us-gaap/2025,20230930,4,USD,,,9163101.0,,1806904,EZGO TECHNOLOGIES LTD.,3751.0,WUJIN DISTRICT CHANGZHOU CITY,,CN,20-F,20250930,20251230,9,-1.3887468451013725,False,False
0001213900-25-126219,Revenues,us-gaap/2025,20240930,4,USD,,,18222160.0,,1806904,EZGO TECHNOLOGIES LTD.,3751.0,WUJIN DISTRICT CHANGZHOU CITY,,CN,20-F,20250930,20251230,1,0.46299353974810054,False,False
0001185185-25-002198,Revenues,us-gaap/2025,20230630,4,USD,,,37130.0,,1993097,3 E NETWORK TECHNOLOGY GROUP LTD,7371.0,HONG KONG,,,F-1,20250630,20251230,3,-0.3869702067193206,False,True
0001185185-25-002198,Revenues,us-gaap/2025,20240630,4,USD,,,859344.0,,1993097,3 E NETWORK TECHNOLOGY GROUP LTD,7371.0,HONG KONG,,,F-1,20250630,20251230,8,-0.3864417385758572,False,True
0001185185-25-002198,Revenues,us-gaap/2025,20250630,4,USD,,,4835167.0,,1993097,3 E NETWORK TECHNOLOGY GROUP LTD,7371.0,HONG KONG,,,F-1,20250630,20251230,4,-0.38388632623849833,False,True
0001213900-25-126219,Revenues,us-gaap/2025,20250930,4,USD,,,20486067.0,,1806904,EZGO TECHNOLOGIES LTD.,3751.0,WUJIN DISTRICT CHANGZHOU CITY,,CN,20-F,20250930,20251230,2,0.9257533053532717,False,False
0001091818-25-000175,Revenues,us-gaap/2025,20250930,4,USD,,,4103388.0,,1362516,"CLEARTRONIC, INC.",4812.0,CLEARWATER,FL,US,10-K,20250930,20251230,4,1.0,False,False
0001829126-25-010312,Revenues,us-gaap/2025,20250930,4,USD,,,17000.0,,2041531,BODHI TREE BIOTECHNOLOGY INC,8742.0,DANVILLE,CA,US,10-K,20250930,20251229,1,-0.4646490839360816,False,False
0001477932-25-009202,Revenues,us-gaap/2025,20250930,4,USD,,,19985.0,,1895939,TANICO INC.,7371.0,WHITBY,,CA,10-K,20250930,20251229,1,-0.38698122646152844,False,False
0001185185-25-002183,Revenues,us-gaap/2025,20240930,4,USD,,,332024.0,,1636051,FUSE GROUP HOLDING INC.,1000.0,ARCADIA,CA,US,10-K,20250930,20251229,3,1.0,False,False
0001185185-25-002183,Revenues,us-gaap/2025,20250930,4,USD,,,45942.0,,1636051,FUSE GROUP HOLDING INC.,1000.0,ARCADIA,CA,US,10-K,20250930,20251229,4,-1.0,False,False
0001477932-25-009206,Revenues,us-gaap/2025,20240930,4,USD,,,3440101.0,,1374881,KINGFISH HOLDING CORP,5090.0,BRADENTON,FL,US,10-K,20250930,20251229,3,-1.0,False,False
0001477932-25-009206,Revenues,us-gaap/2025,20250930,4,USD,,,4832489.0,,1374881,KINGFISH HOLDING CORP,5090.0,BRADENTON,FL,US,10-K,20250930,20251229,4,1.0,False,False
0001477932-25-009175,Revenues,us-gaap/2025,20230930,4,USD,,,1401.0,,1114936,UMEWORLD INC.,7372.0,CAUSEWAY BAY,,,20-F,20250930,20251223,1,-0.32057075459410683,False,False
0001477932-25-009175,Revenues,us-gaap/2025,20250930,4,USD,,,2222.0,,1114936,UMEWORLD INC.,7372.0,CAUSEWAY BAY,,,20-F,20250930,20251223,2,-0.32057058230338126,False,False
0001477932-25-009175,Revenues,us-gaap/2025,20240930,4,USD,,,941.0,,1114936,UMEWORLD INC.,7372.0,CAUSEWAY BAY,,,20-F,20250930,20251223,9,-0.3205708511272783,False,False
0001628280-25-058738,Revenues,us-gaap/2024,20240930,4,USD,,,18075000.0,,10048,BARNWELL INDUSTRIES INC,1311.0,HONOLULU,HI,US,10-K,20250930,20251223,1,0.32608211326873243,False,False
0001628280-25-058738,Revenues,us-gaap/2024,20250930,4,USD,,,13697000.0,,10048,BARNWELL INDUSTRIES INC,1311.0,HONOLULU,HI,US,10-K,20250930,20251223,1,0.03776136284939606,False,False
0001634117-25-000038,Revenues,us-gaap/2025,20240430,4,USD,,,1567135000.0,,1634117,"BARNES & NOBLE EDUCATION, INC.",5940.0,BASKING RIDGE,NJ,US,10-K,20250430,20251223,1,0.9727324836544806,False,False
0001640334-25-002367,Revenues,us-gaap/2025,20250630,4,USD,,,133202.0,,1506929,"VERDE RESOURCES, INC.",1040.0,ST. LOUIS,MO,US,S-1,20250930,20251223,1,1.0,False,True
0001640334-25-002367,Revenues,us-gaap/2025,20240630,4,USD,,,96584.0,,1506929,"VERDE RESOURCES, INC.",1040.0,ST. LOUIS,MO,US,S-1,20250930,20251223,9,-1.0,False,True
0001213900-25-124968,Revenues,us-gaap/2025,20250930,4,USD,,,1378149.0,,2050338,COLLAB Z INC.,6500.0,ORINDA,CA,US,10-K,20250930,20251223,1,-1.219356315310818,False,False
0001634117-25-000038,Revenues,us-gaap/2025,20250430,4,USD,,,1610170000.0,,1634117,"BARNES & NOBLE EDUCATION, INC.",5940.0,BASKING RIDGE,NJ,US,10-K,20250430,20251223,1,1.026900708140334,False,False
0001342423-25-000039,Revenues,us-gaap/2025,20231031,4,USD,,,179901000.0,,1342423,LIMONEIRA CO,100.0,SANTA PAULA,CA,US,10-K,20251031,20251223,1,0.21770940232712252,False,False
0001342423-25-000039,Revenues,us-gaap/2025,20241031,4,USD,,,191503000.0,,1342423,LIMONEIRA CO,100.0,SANTA PAULA,CA,US,10-K,20251031,20251223,1,1.1012907289826557,False,False
0001213900-25-125488,Revenues,us-gaap/2025,20250930,4,USD,,,92776.0,,1879373,GRAPHJET TECHNOLOGY,3620.0,WILAYAHPERSEKUTUANKUALA LUMPUR,,MY,10-K,20250930,20251223,9,-1.4009473723903842,False,False
0001342423-25-000039,Revenues,us-gaap/2025,20251031,4,USD,,,159723000.0,,1342423,LIMONEIRA CO,100.0,SANTA PAULA,CA,US,10-K,20251031,20251223,1,-1.3190001313097806,False,False
0001193125-25-331124,Revenues,us-gaap/2025,20241231,4,USD,,,152127.0,,1814215,"NUBURU, INC.",3690.0,DENVER,CO,US,S-1,20250930,20251223,1,-0.7655103592642069,False,True
0001193125-25-331124,Revenues,us-gaap/2025,20231231,4,USD,,,2085532.0,,1814215,"NUBURU, INC.",3690.0,DENVER,CO,US,S-1,20250930,20251223,2,1.2229231352171235,False,True
0001213900-25-124968,Revenues,us-gaap/2025,20240930,4,USD,,,1853585.0,,2050338,COLLAB Z INC.,6500.0,ORINDA,CA,US,10-K,20250930,20251223,1,-1.2187268682651664,False,False
0001753926-25-001938,Revenues,us-gaap/2025,20231031,4,USD,,,2756016000.0,,357294,HOVNANIAN ENTERPRISES INC,1531.0,MATAWAN,NJ,US,10-K,20251031,20251222,2,-1.0086020381253356,False,False
0001753926-25-001938,Revenues,us-gaap/2025,20241031,4,USD,,,3004918000.0,,357294,HOVNANIAN ENTERPRISES INC,1531.0,MATAWAN,NJ,US,10-K,20251031,20251222,3,-0.9933434761852962,False,False
0001493152-25-028855,Revenues,us-gaap/2025,20231231,4,USD,,,9990150.0,,1893657,RUBBER LEAF INC,3714.0,"NINGBO, ZHEJIANG",,CN,S-1/A,20241231,20251222,9,1.0,False,False
0000046619-25-000082,Revenues,us-gaap/2025,20251031,4,USD,,,4485044000.0,,46619,HEICO CORP,3724.0,HOLLYWOOD,FL,US,10-K,20251031,20251222,4,1.1484787950456403,False,False
0000046619-25-000082,Revenues,us-gaap/2025,20241031,4,USD,,,3857669000.0,,46619,HEICO CORP,3724.0,HOLLYWOOD,FL,US,10-K,20251031,20251222,3,0.14042649854182823,False,False
0001493152-25-028855,Revenues,us-gaap/2025,20241231,4,USD,,,6929706.0,,1893657,RUBBER LEAF INC,3714.0,"NINGBO, ZHEJIANG",,CN,S-1/A,20241231,20251222,6,-1.0,False,False
0000046619-25-000082,Revenues,us-gaap/2025,20231031,4,USD,,,2968105000.0,,46619,HEICO CORP,3724.0,HOLLYWOOD,FL,US,10-K,20251031,20251222,2,-1.2889052935874679,False,False
0001493152-25-028615,Revenues,us-gaap/2025,20241231,4,USD,,,8811000.0,,2033383,FUSEMACHINES INC.,7373.0,FORT LAUDERDALE,FL,US,S-1,20250930,20251222,8,-0.9704496960175797,False,False
0001493152-25-028813,Revenues,us-gaap/2025,20231231,4,USD,,,70000.0,,908259,"ONCOTELIC THERAPEUTICS, INC.",2834.0,AGUORA HILLS,CA,US,S-1/A,20250930,20251222,7,-0.5223316497996298,False,True
0001753926-25-001938,Revenues,us-gaap/2025,20251031,4,USD,,,2978581000.0,,357294,HOVNANIAN ENTERPRISES INC,1531.0,MATAWAN,NJ,US,10-K,20251031,20251222,2,-0.9949580262725387,False,False
0001493152-25-028615,Revenues,us-gaap/2025,20231231,4,USD,,,7438000.0,,2033383,FUSEMACHINES INC.,7373.0,FORT LAUDERDALE,FL,US,S-1,20250930,20251222,7,-1.0265790821469534,False,False
0001213900-25-124014,Revenues,us-gaap/2025,20241231,4,USD,,,1013000.0,,1734750,MOVANO INC.,3845.0,PLEASANTON,CA,US,S-4,20250930,20251222,1,,False,False
0001213900-25-123884,Revenues,us-gaap/2025,20240630,4,USD,,,2348380.0,,2046216,BETA FINTECH HOLDINGS LTD,6199.0,SHEUNG WAN,,HK,SP 15D2,20250630,20251219,2,-0.7489923102586155,False,False
0001437749-25-038435,Revenues,us-gaap/2025,20240930,4,USD,,,19482167.0,,1644903,"CBDMD, INC.",2844.0,CHARLOTTE,NC,US,10-K,20250930,20251219,1,-1.224552294936354,False,False
0001213900-25-123884,Revenues,us-gaap/2025,20250630,4,USD,,,3429414.0,,2046216,BETA FINTECH HOLDINGS LTD,6199.0,SHEUNG WAN,,HK,SP 15D2,20250630,20251219,3,-0.7460875987094925,False,False
0001437749-25-038435,Revenues,us-gaap/2025,20250930,4,USD,,,19190468.0,,1644903,"CBDMD, INC.",2844.0,CHARLOTTE,NC,US,10-K,20250930,20251219,1,-1.2248200590820182,False,False
0001174947-25-001463,Revenues,us-gaap/2025,20240930,4,USD,,,187216000.0,,12040,FLANIGANS ENTERPRISES INC,5812.0,FORT LAUDERDALE,FL,US,10-K,20250930,20251219,1,-1.23110752944469,False,False
0001174947-25-001463,Revenues,us-gaap/2025,20250930,4,USD,,,205248000.0,,12040,FLANIGANS ENTERPRISES INC,5812.0,FORT LAUDERDALE,FL,US,10-K,20250930,20251219,2,-1.2045869957554929,False,False
0001104659-25-122363,Revenues,us-gaap/2025,20231031,4,USD,,,3975500000.0,,27673,DEERE JOHN CAPITAL CORP,6153.0,MADISON,WI,US,10-K,20251031,20251218,3,0.5258095411095243,False,False
0001062993-25-017396,Revenues,us-gaap/2025,20250930,4,USD,,,10082000.0,,216877,PISMO COAST VILLAGE INC,7000.0,PISMO BEACH,CA,US,10-K,20250930,20251218,1,1.0,False,False
0001104659-25-122321,Revenues,us-gaap/2025,20241031,4,USD,,,51716000000.0,,315189,DEERE & CO,3523.0,MOLINE,IL,US,10-K,20251031,20251218,5,0.9412235104522332,False,False
0001104659-25-122321,Revenues,us-gaap/2025,20251031,4,USD,,,45684000000.0,,315189,DEERE & CO,3523.0,MOLINE,IL,US,10-K,20251031,20251218,4,0.7136509529095277,False,False
0001104659-25-122321,Revenues,us-gaap/2025,20231031,4,USD,,,61251000000.0,,315189,DEERE & CO,3523.0,MOLINE,IL,US,10-K,20251031,20251218,6,1.3009556616739997,False,False
0001193125-25-324922,Revenues,us-gaap/2025,20241231,4,USD,,,1152416000.0,,1538990,STORE CAPITAL LLC,6798.0,SCOTTSDALE,AZ,US,S-4,20250930,20251218,1,1.4456281538456124,False,False
0001645590-25-000130,Revenues,us-gaap/2025,20241031,4,USD,,,30127000000.0,,1645590,HEWLETT PACKARD ENTERPRISE CO,3570.0,SPRING,TX,US,10-K,20251031,20251218,3,-1.0806644696103702,False,False
0001104659-25-122363,Revenues,us-gaap/2025,20241031,4,USD,,,4940200000.0,,27673,DEERE JOHN CAPITAL CORP,6153.0,MADISON,WI,US,10-K,20251031,20251218,4,0.948367818268809,False,False
0001645590-25-000130,Revenues,us-gaap/2025,20231031,4,USD,,,29135000000.0,,1645590,HEWLETT PACKARD ENTERPRISE CO,3570.0,SPRING,TX,US,10-K,20251031,20251218,2,-1.1660072533265484,False,False
0001193125-25-324922,Revenues,us-gaap/2025,20231231,4,USD,,,951900000.0,,1538990,STORE CAPITAL LLC,6798.0,SCOTTSDALE,AZ,US,S-4,20250930,20251218,9,0.32102189232926853,False,False
0001645590-25-000130,Revenues,us-gaap/2025,20251031,4,USD,,,34296000000.0,,1645590,HEWLETT PACKARD ENTERPRISE CO,3570.0,SPRING,TX,US,10-K,20251031,20251218,3,-0.7220010973192945,False,False
0001213900-25-123367,Revenues,us-gaap/2025,20231231,4,USD,,,316000.0,,1840877,"ENVOY MEDICAL, INC.",3842.0,WHITE BEAR LAKE,MN,US,S-1,20250930,20251218,3,1.0,False,True
0001213900-25-123367,Revenues,us-gaap/2025,20241231,4,USD,,,225000.0,,1840877,"ENVOY MEDICAL, INC.",3842.0,WHITE BEAR LAKE,MN,US,S-1,20250930,20251218,2,-1.0,False,True
0001193125-25-324922,Revenues,us-gaap/2025,20221231,4,USD,,,910172000.0,,1538990,STORE CAPITAL LLC,6798.0,SCOTTSDALE,AZ,US,S-4,20250930,20251218,9,0.08698784975633674,False,False
0001104659-25-122363,Revenues,us-gaap/2025,20251031,4,USD,,,4935100000.0,,27673,DEERE JOHN CAPITAL CORP,6153.0,MADISON,WI,US,10-K,20251031,20251218,4,0.9461339142431924,False,False
0001062993-25-017396,Revenues,us-gaap/2025,20240930,4,USD,,,9727000.0,,216877,PISMO COAST VILLAGE INC,7000.0,PISMO BEACH,CA,US,10-K,20250930,20251218,9,-1.0,False,False
0001601046-25-000127,Revenues,us-gaap/2025,20241031,4,USD,,,4979000000.0,,1601046,"KEYSIGHT TECHNOLOGIES, INC.",3823.0,SANTA ROSA,CA,US,10-K,20251031,20251217,4,-1.3930494807261158,False,False
0001213900-25-122390,Revenues,us-gaap/2025,20240930,4,USD,,,3453003.0,,1500198,NEUROONE MEDICAL TECHNOLOGIES CORP,3841.0,EDEN PRAIRIE,MN,US,10-K,20250930,20251217,3,-0.6633390958722404,False,False
0001213900-25-122390,Revenues,us-gaap/2025,20250930,4,USD,,,9097692.0,,1500198,NEUROONE MEDICAL TECHNOLOGIES CORP,3841.0,EDEN PRAIRIE,MN,US,10-K,20250930,20251217,9,-0.6627354939156216,False,False
0001213900-25-122473,Revenues,us-gaap/2025,20220930,4,USD,,,22028303.0,,1969401,LINKAGE GLOBAL INC,5961.0,TOKYO,,JP,F-1/A,20250331,20251217,2,1.3864221999242454,False,True
0001601046-25-000127,Revenues,us-gaap/2025,20231031,4,USD,,,5464000000.0,,1601046,"KEYSIGHT TECHNOLOGIES, INC.",3823.0,SANTA ROSA,CA,US,10-K,20251031,20251217,5,0.9076168012903385,False,False
0001104659-25-121786,Revenues,us-gaap/2025,20241231,4,USD,,,89908403.0,,1725123,CANGO INC.,7372.0,HONG KONG,,,F-3,20241231,20251217,8,-0.30170334581125957,False,False
0001601046-25-000127,Revenues,us-gaap/2025,20251031,4,USD,,,5375000000.0,,1601046,"KEYSIGHT TECHNOLOGIES, INC.",3823.0,SANTA ROSA,CA,US,10-K,20251031,20251217,5,0.4854326794357727,False,False
0001213900-25-122473,Revenues,us-gaap/2025,20230930,4,USD,,,12733339.0,,1969401,LINKAGE GLOBAL INC,5961.0,TOKYO,,JP,F-1/A,20250331,20251217,1,-0.45160167823376285,False,True
0001213900-25-122473,Revenues,us-gaap/2025,20240930,4,USD,,,10289681.0,,1969401,LINKAGE GLOBAL INC,5961.0,TOKYO,,JP,F-1/A,20250331,20251217,1,-0.9348205216904822,False,True
0001213900-25-122771,Revenues,us-gaap/2025,20221231,4,USD,,,97305527.0,,1997201,PS INTERNATIONAL GROUP LTD.,4731.0,HONG KONG,,,F-1,20250630,20251217,9,0.5740008195933789,False,False
0001477932-25-009011,Revenues,us-gaap/2025,20240930,4,USD,,,106936000.0,,40570,GEE GROUP INC.,7361.0,JACKSONVILLE,FL,US,10-K,20250930,20251217,1,1.0762756799499,False,False
0001213900-25-122771,Revenues,us-gaap/2025,20231231,4,USD,,,140020469.0,,1997201,PS INTERNATIONAL GROUP LTD.,4731.0,HONG KONG,,,F-1,20250630,20251217,1,1.3544179668763314,False,False
0001213900-25-122771,Revenues,us-gaap/2025,20241231,4,USD,,,87166469.0,,1997201,PS INTERNATIONAL GROUP LTD.,4731.0,HONG KONG,,,F-1,20250630,20251217,8,0.38875663219646284,False,False
0001477932-25-009011,Revenues,us-gaap/2025,20250930,4,USD,,,96504000.0,,40570,GEE GROUP INC.,7361.0,JACKSONVILLE,FL,US,10-K,20250930,20251217,9,0.7851823398358956,False,False
0001213900-25-122892,Revenues,us-gaap/2025,20240331,4,USD,,,6366154.0,,1094032,QDM INTERNATIONAL INC.,6411.0,KOWLOON,,HK,S-1/A,20250930,20251217,6,-1.0,False,True
0001213900-25-122892,Revenues,us-gaap/2025,20250331,4,USD,,,8381274.0,,1094032,QDM INTERNATIONAL INC.,6411.0,KOWLOON,,HK,S-1/A,20250930,20251217,8,1.0,False,True
0001214659-25-018074,Revenues,us-gaap/2025,20241231,4,USD,,,4912000.0,,1349706,"TURNONGREEN, INC.",3620.0,MILPITAS,CA,US,S-1,20250930,20251216,4,0.8678351060157662,False,False
0001999261-25-000019,Revenues,us-gaap/2024,20240930,4,USD,,,9007.0,,1999261,STAGEWISE STRATEGIES CORP.,7374.0,BERLIN,,DE,10-K,20250930,20251216,9,-0.889004152813207,False,False
0001999261-25-000019,Revenues,us-gaap/2024,20250930,4,USD,,,95409.0,,1999261,STAGEWISE STRATEGIES CORP.,7374.0,BERLIN,,DE,10-K,20250930,20251216,9,-0.8872853866069288,False,False
0001193125-25-319720,Revenues,us-gaap/2025,20241231,4,USD,,,56590000.0,,1820190,SCILEX HOLDING CO,2836.0,PALO ALTO,CA,US,S-1,20250930,20251216,5,1.6059945998262266,False,False
0001193125-25-319720,Revenues,us-gaap/2025,20231231,4,USD,,,46743000.0,,1820190,SCILEX HOLDING CO,2836.0,PALO ALTO,CA,US,S-1,20250930,20251216,4,1.2032501975336118,False,False
0000356037-25-000065,Revenues,us-gaap/2025,20240930,4,USD,,,55219000.0,,356037,CSP INC /MA/,7373.0,LOWELL,MA,US,10-K,20250930,20251216,5,0.9267480836561082,False,False
0001214659-25-018074,Revenues,us-gaap/2025,20231231,4,USD,,,4201000.0,,1349706,"TURNONGREEN, INC.",3620.0,MILPITAS,CA,US,S-1,20250930,20251216,4,0.533112266374618,False,False
0000356037-25-000065,Revenues,us-gaap/2025,20250930,4,USD,,,58730000.0,,356037,CSP INC /MA/,7373.0,LOWELL,MA,US,10-K,20250930,20251216,5,1.070280694508425,False,False
0001185185-25-002060,Revenues,us-gaap/2025,20240331,4,USD,,,5000.0,,1733861,REST EZ INC.,2834.0,RIVERTON,UT,US,10-K,20250331,20251216,5,-0.5223568728891518,False,False
0001640334-25-002346,Revenues,us-gaap/2025,20250831,4,USD,,,4600.0,,1765651,PACIFIC SPORTS EXCHANGE INC.,5940.0,PORTLAND,OR,US,10-K,20250831,20251216,4,-0.9998170993780577,False,False
0001640334-25-002346,Revenues,us-gaap/2025,20240831,4,USD,,,5400.0,,1765651,PACIFIC SPORTS EXCHANGE INC.,5940.0,PORTLAND,OR,US,10-K,20250831,20251216,5,-0.9998160924167567,False,False
0001555017-25-000006,Revenues,us-gaap/2025,20240831,4,USD,,,51800.0,,1555017,"SKY CENTURY INVESTMENT, INC.",8741.0,LAS VEGAS,NV,US,10-K,20250831,20251216,5,-1.223446600232806,False,False
0001555017-25-000006,Revenues,us-gaap/2025,20250831,4,USD,,,76338.0,,1555017,"SKY CENTURY INVESTMENT, INC.",8741.0,LAS VEGAS,NV,US,10-K,20250831,20251216,7,-1.2232667674343232,False,False
0001193125-25-319187,Revenues,us-gaap/2025,20240930,4,USD,,,5004989000.0,,1062579,AMDOCS LTD,7371.0,ST. PETER PORT,,,20-F,20250930,20251215,5,2.8299023141361905,False,False
0001193125-25-319187,Revenues,us-gaap/2025,20250930,4,USD,,,4532913000.0,,1062579,AMDOCS LTD,7371.0,ST. PETER PORT,,,20-F,20250930,20251215,4,2.5264811521350086,False,False
0001213900-25-121345,Revenues,us-gaap/2025,20230630,4,SGD,,,5022071.0,,1912884,REPUBLIC POWER GROUP LTD,7372.0,SINGAPORE,,SG,20-F,20250630,20251215,5,-0.31951714329413516,False,False
0001193125-25-319187,Revenues,us-gaap/2025,20230930,4,USD,,,4887550000.0,,1062579,AMDOCS LTD,7371.0,ST. PETER PORT,,,20-F,20250930,20251215,4,2.7544198116487584,False,False
0001104659-25-120879,Revenues,us-gaap/2025,20240930,4,USD,,,245915000.0,,1540013,QUIPT HOME MEDICAL CORP.,8090.0,WILDER,KY,US,10-K,20250930,20251215,2,1.2271036728526044,False,False
0001104659-25-120879,Revenues,us-gaap/2025,20250930,4,USD,,,245359000.0,,1540013,QUIPT HOME MEDICAL CORP.,8090.0,WILDER,KY,US,10-K,20250930,20251215,2,1.2223774213715894,False,False
0001213900-25-121345,Revenues,us-gaap/2025,20240630,4,SGD,,,685820.0,,1912884,REPUBLIC POWER GROUP LTD,7372.0,SINGAPORE,,SG,20-F,20250630,20251215,6,-0.32042712603610257,False,False
0001213900-25-121345,Revenues,us-gaap/2025,20250630,4,USD,,,2367181.0,,1912884,REPUBLIC POWER GROUP LTD,7372.0,SINGAPORE,,SG,20-F,20250630,20251215,2,-0.32007428449325437,False,False
0001213900-25-121345,Revenues,us-gaap/2025,20250630,4,SGD,,,3010817.0,,1912884,REPUBLIC POWER GROUP LTD,7372.0,SINGAPORE,,SG,20-F,20250630,20251215,3,-0.3199392144403195,False,False
0001423221-25-000100,Revenues,us-gaap/2025,20251031,4,USD,,,1837641000.0,,1423221,QUANEX BUILDING PRODUCTS CORP,3350.0,HOUSTON,TX,US,10-K,20251031,20251212,1,2.026045664680299,False,False
0001628280-25-056698,Revenues,us-gaap/2025,20241031,4,USD,,,4014955000.0,,936395,CIENA CORP,3661.0,HANOVER,MD,US,10-K,20251031,20251212,4,-1.2185503456675872,False,False
0001423221-25-000100,Revenues,us-gaap/2025,20231031,4,USD,,,1130583000.0,,1423221,QUANEX BUILDING PRODUCTS CORP,3350.0,HOUSTON,TX,US,10-K,20251031,20251212,1,0.9061584264219807,False,False
0001096906-25-002037,Revenues,us-gaap/2024,20240930,4,USD,,,163.0,,1610718,"OUTDOOR SPECIALTY PRODUCTS, INC.",3949.0,SALT LAKE CITY,UT,US,10-K,20250930,20251212,1,-1.0,False,False
0001096906-25-002037,Revenues,us-gaap/2024,20250930,4,USD,,,306.0,,1610718,"OUTDOOR SPECIALTY PRODUCTS, INC.",3949.0,SALT LAKE CITY,UT,US,10-K,20250930,20251212,3,1.0,False,False
0001213900-25-121128,Revenues,us-gaap/2025,20241231,4,USD,,,40463.0,,1976870,BRB FOODS INC.,2000.0,DOVER,DE,US,POS AM,20250930,20251212,4,-1.2033883183522236,False,False
0001213900-25-121128,Revenues,us-gaap/2025,20231231,4,USD,,,10054390.0,,1976870,BRB FOODS INC.,2000.0,DOVER,DE,US,POS AM,20250930,20251212,1,-1.1933284988464998,False,False
0001628280-25-056698,Revenues,us-gaap/2025,20251031,4,USD,,,4769507000.0,,936395,CIENA CORP,3661.0,HANOVER,MD,US,10-K,20251031,20251212,4,1.2308468029015218,False,False
0001423221-25-000100,Revenues,us-gaap/2025,20241031,4,USD,,,1277862000.0,,1423221,QUANEX BUILDING PRODUCTS CORP,3350.0,HOUSTON,TX,US,10-K,20251031,20251212,1,1.139429066968367,False,False
0001628280-25-056698,Revenues,us-gaap/2025,20231031,4,USD,,,4386549000.0,,936395,CIENA CORP,3661.0,HANOVER,MD,US,10-K,20251031,20251212,4,-0.012296457233934553,False,False
0001683168-25-009068,Revenues,us-gaap/2025,20250930,4,USD,,,18187525.0,,38264,"FORWARD INDUSTRIES, INC.",3089.0,HAUPPAUGE,NY,US,10-K,20250930,20251211,1,-1.0,False,False
0001199835-25-000414,Revenues,us-gaap/2025,20231231,4,USD,,,26031.0,,1936756,"NEXT BRIDGE HYDROCARBONS, INC.",1311.0,MIDLAND,TX,US,10-K,20241231,20251211,2,-0.862563909201651,False,False
0001683168-25-009068,Revenues,us-gaap/2025,20240930,4,USD,,,19990833.0,,38264,"FORWARD INDUSTRIES, INC.",3089.0,HAUPPAUGE,NY,US,10-K,20250930,20251211,1,1.0,False,False
0001199835-25-000414,Revenues,us-gaap/2025,20241231,4,USD,,,12585.0,,1936756,"NEXT BRIDGE HYDROCARBONS, INC.",1311.0,MIDLAND,TX,US,10-K,20241231,20251211,1,-0.8634494187517054,False,False
0000047217-25-000071,Revenues,us-gaap/2025,20251031,4,USD,,,55295000000.0,,47217,HP INC,3570.0,PALO ALTO,CA,US,10-K,20251031,20251210,5,1.084564543059765,False,False
0000047217-25-000071,Revenues,us-gaap/2025,20241031,4,USD,,,53559000000.0,,47217,HP INC,3570.0,PALO ALTO,CA,US,10-K,20251031,20251210,5,0.9352146715564531,False,False
0000047217-25-000071,Revenues,us-gaap/2025,20231031,4,USD,,,53718000000.0,,47217,HP INC,3570.0,PALO ALTO,CA,US,10-K,20251031,20251210,5,0.9488936056399938,False,False
0001477932-25-008881,Revenues,us-gaap/2025,20241231,4,USD,,,266.0,,1854526,BROOQLY INC.,7374.0,ANN ARBOR,MI,US,S-1/A,20250930,20251209,2,-0.8891780346146593,False,False
0001213900-25-119658,Revenues,us-gaap/2025,20230731,4,USD,,,2450000.0,,1755058,ATIF HOLDINGS LTD,8742.0,LAKE FOREST,CA,US,20-F,20250731,20251209,2,-0.45722873445764495,False,False
0001079973-25-001836,Revenues,us-gaap/2024,20241231,4,USD,,,3876000.0,,1843714,"ZAPATA QUANTUM, INC.",7372.0,BOSTON,MA,US,10-K,20241231,20251209,3,-0.3197576517036044,False,False
0001213900-25-119658,Revenues,us-gaap/2025,20240731,4,USD,,,620000.0,,1755058,ATIF HOLDINGS LTD,8742.0,LAKE FOREST,CA,US,20-F,20250731,20251209,6,-0.462810008417998,False,False
0001213900-25-119716,Revenues,us-gaap/2025,20231231,4,USD,,,6944.0,,1881551,SOLIDION TECHNOLOGY INC.,3690.0,DALLAS,TX,US,S-1/A,20250930,20251209,6,-0.9148255519058329,False,False
0001079973-25-001836,Revenues,us-gaap/2024,20231231,4,USD,,,5683000.0,,1843714,"ZAPATA QUANTUM, INC.",7372.0,BOSTON,MA,US,10-K,20241231,20251209,5,-0.3193784442235173,False,False
